gene_name,SCZ.log2FC,SCZ.fdr
AC026202.3,-0.030785927,0.785686883
AC026271.5,-0.019639862,0.858006742
AC026310.1,-0.028873938,0.518897623
AC026471.6,0.14349273,0.067389934
AC026703.1,0.114644988,0.090280576
AC026740.1,-0.040779474,0.676446437
AC026806.2,-0.054451861,0.594034928
AC026882.1,-0.012328712,0.899361261
AC027307.3,-0.072767152,0.090879233
AC027601.1,-0.077566074,0.328661174
AC027612.6,-0.008530242,0.849122338
AC027763.2,0.006145582,0.843420326
AC034102.1,-0.001874708,0.99462935
AC034193.5,0.038883065,0.280475058
AC034220.3,0.00477783,0.8946917
AC034228.3,0.128061592,0.087916184
AC034228.7,0.047224424,0.691584394
AC034243.1,0.032874492,0.811915524
AC037459.4,-0.075027131,0.386445498
AC040173.1,0.098510959,5.18E-05
AC046143.3,-0.055269781,0.410109581
AC061961.2,0.102043636,0.215359604
AC061992.1,-0.025226242,0.833513727
AC062017.1,0.032965158,0.736574826
AC062021.1,0.034711594,0.770206474
AC062028.1,-0.039094759,0.376027705
AC062029.1,0.046774437,0.28616908
AC063976.7,0.11150995,0.0554675
AC064834.3,0.132923079,0.160514979
AC064836.3,0.023472006,0.846160343
AC064850.4,0.029849701,0.711129452
AC064852.5,-0.001995078,0.981319314
AC064872.1,-0.019638213,0.869131671
AC064875.2,-0.049013552,0.337205338
AC066593.1,0.039038961,0.14528997
AC067940.1,-0.056957172,0.457591987
AC067945.3,0.002315813,0.98435563
AC067945.4,0.00096698,0.992752583
AC067956.1,-0.004879192,0.940587697
AC067961.1,-0.039308836,0.632810229
AC067969.2,0.000239836,0.998558489
AC068039.4,0.004351586,0.966527386
AC068057.1,-0.00401564,0.966535759
AC068057.2,0.044247089,0.122183218
AC068134.10,-0.040293139,0.538293596
AC068279.3,0.032248333,0.752291362
AC068282.3,0.136445722,0.160854573
AC068490.1,-0.006592438,0.965252473
AC068490.2,-0.012376274,0.919242383
AC068522.4,-0.031456043,0.779001469
AC068533.7,-0.060258974,0.659088072
AC068535.2,-0.106242509,0.238837392
AC068535.3,-0.083706296,0.369827565
AC068542.1,0.002973481,0.970943691
AC068542.2,0.036066552,0.54609082
AC068580.5,0.131447273,0.038363264
AC068580.6,0.028297371,0.645229219
AC068620.1,-0.151160902,0.017891028
AC068657.2,0.071738996,0.344205458
AC068831.10,-0.035980423,0.681546274
AC068831.15,-0.038607403,0.642350565
AC068831.3,-0.018541171,0.883403925
AC068831.6,0.062490457,0.447764962
AC068987.1,-0.034371881,0.693862028
AC069213.1,0.003941454,0.982190132
AC069278.4,-0.040758958,0.389485444
AC069282.6,-0.000390564,0.994035973
AC069368.3,0.177455469,0.206103306
AC069513.4,0.080188912,0.309194553
AC069547.1,0.007444619,0.917029996
AC069547.2,0.048814536,0.41169747
AC072052.7,-0.037502745,0.71479132
AC072062.1,0.055862372,0.553841642
AC073043.1,-0.152000467,0.041182351
AC073046.25,-0.094708476,0.296165122
AC073052.1,-0.012000027,0.885239601
AC073063.10,-0.010767206,0.926467272
AC073069.2,0.045803116,0.638959322
AC073091.2,-0.032719328,0.617298056
AC073109.2,-0.034119423,0.633831878
AC073128.10,0.100343944,0.227354788
AC073133.1,-0.011129459,0.923187349
AC073254.1,-0.025191071,0.765793254
AC073264.10,0.026935753,0.791655679
AC073283.4,-0.000401473,0.996212067
AC073283.7,0.003996577,0.975544925
AC073333.1,-0.054523713,0.590302515
AC073342.12,-0.133391596,0.119391143
AC073343.1,0.032882864,0.697874679
AC073343.13,-0.012373464,0.869654915
AC073410.1,0.024729388,0.779923516
AC073479.1,-0.100146893,0.001105173
AC073842.18,-0.019421204,0.855096894
AC073842.19,-0.060123898,0.545997698
AC073869.1,0.029059788,0.427097082
AC073869.2,0.088627769,0.408341006
AC074117.10,-0.008644433,0.843486763
AC074138.3,0.01496986,0.67157152
AC074212.5,0.03917312,0.717789054
AC074212.6,0.139345907,0.059794945
AC074286.1,-0.033903241,0.152008934
AC074289.1,-0.073803866,0.123323524
AC074363.1,-0.100020057,0.228984375
AC074367.1,-0.032387911,0.675979769
AC074391.1,0.004875086,0.955028904
AC078842.3,-0.03663007,0.774015026
AC078842.4,-0.05414911,0.444924495
AC078883.3,0.020195584,0.870966774
AC078941.1,0.032716535,0.781273653
AC079117.1,-0.054380007,0.339514193
AC079145.4,-0.030391335,0.790405298
AC079154.1,-0.043710984,0.622235807
AC079210.1,0.029548518,0.662651961
AC079250.1,0.092355477,0.27468248
AC079305.10,0.157548752,0.03804095
AC079305.11,-0.161293761,0.061352279
AC079341.1,-0.139294864,0.00011777
AC079354.1,0.068909428,0.088606423
AC079354.5,-0.095372191,0.264574067
AC079610.2,-0.041667262,0.666455845
AC079742.4,-0.137219055,0.159558336
AC079776.2,-0.056429763,0.641202096
AC079776.7,-0.045447104,0.583091007
AC079779.6,0.038010845,0.741579105
AC079781.8,0.020719344,0.862539476
AC079807.2,-0.022425437,0.754350475
AC079807.3,0.095668731,0.086270187
AC079922.2,-0.039317997,0.642149556
AC079922.3,0.027885681,0.494129669
AC083799.1,-0.064438259,0.106028234
AC083843.1,0.014098916,0.784697151
AC083843.2,-0.00382373,0.976824016
AC083862.6,-0.016704602,0.885055429
AC083873.4,-0.020201003,0.876281869
AC083884.8,-0.025264273,0.717348155
AC083899.3,0.005383892,0.925999403
AC083900.1,-0.003369548,0.977120582
AC084018.1,-0.015294003,0.630663534
AC084121.14,0.094010084,0.210837957
AC084125.4,0.017122844,0.879527141
AC084149.2,-0.053212125,0.517008297
AC084219.3,-0.03059404,0.706583995
AC084219.4,-0.045117042,0.252585716
AC084809.2,-0.13147077,0.106979371
AC084809.3,-0.026660607,0.798815577
AC087163.2,-0.089698923,0.159815129
AC087294.2,0.000559225,0.994100119
AC087392.1,-0.068997128,0.734875716
AC087393.1,0.029332769,0.403101722
AC087491.2,0.038659707,0.720091623
AC090044.1,-0.015071143,0.872813822
AC090044.2,-0.10102692,0.230313865
AC090186.1,0.011305069,0.893902926
AC090286.2,0.016286394,0.884746692
AC090425.1,-0.003692661,0.98435563
AC090587.2,-0.036664416,0.504404005
AC090587.4,-0.017725475,0.870237748
AC090587.5,0.030712497,0.722580528
AC090616.2,-0.006998632,0.948231523
AC090804.1,-0.062663193,0.412038396
AC090945.1,0.044252184,0.419586415
AC091171.1,0.061552151,0.765008733
AC091492.2,0.01556515,0.877440443
AC091633.3,-0.1756713,0.038982392
AC091729.9,-0.035343967,0.548862986
AC091814.2,-0.090361267,0.624397238
AC091878.1,-0.071378203,0.000903703
AC091969.1,-0.040508258,0.711150102
AC092013.1,-0.118999584,0.188258479
AC092162.1,-0.065641584,0.425264796
AC092168.2,-0.019796088,0.859461004
AC092171.2,-0.001705362,0.987144173
AC092171.4,-0.060857047,0.306228696
AC092192.1,-0.019177803,0.830030843
AC092295.7,-0.029309257,0.417800216
AC092299.7,0.19073747,0.001179982
AC092299.8,0.12051644,0.064569037
AC092338.5,-0.048788343,0.511751996
AC092431.2,-0.050948098,0.337834207
AC092535.3,0.060708818,0.473477382
AC092570.1,-0.037217306,0.656329439
AC092594.1,-0.011908696,0.890100647
AC092610.12,0.033921148,0.733862313
AC092614.2,-0.09699777,0.279517891
AC092620.2,0.052342715,0.62255784
AC092641.2,-0.067515581,0.286374694
AC092652.1,0.047210414,0.665644069
AC092661.1,0.111419342,0.067680969
AC092664.1,0.021324649,0.776368164
AC092667.2,-0.065390449,0.140123911
AC092675.3,0.05232563,0.644666235
AC092798.2,0.010277442,0.914000455
AC092811.1,0.032162737,0.663386706
AC092835.2,-0.042299715,0.146440758
AC092839.1,-0.05329555,0.50975517
AC093106.7,0.083404436,0.383983042
AC093110.3,-0.002920509,0.979750031
AC093157.1,-0.043592358,0.617375738
AC093323.3,0.03994303,0.012590319
AC093382.1,-0.028809315,0.781594812
AC093388.3,0.046524654,0.649226501
AC093390.1,-0.035709949,0.711629387
AC093391.2,0.001768671,0.98626981
AC093415.2,-0.009026511,0.740894094
AC093495.4,0.030080501,0.819814816
AC093510.1,0.185479751,0.013979174
AC093590.1,-0.207535278,0.023620514
AC093609.1,0.16350672,0.059477273
AC093616.4,-0.02197617,0.72435526
AC093620.5,-0.054048794,0.584200527
AC093627.10,-0.029387935,0.578791217
AC093627.9,-0.051737064,0.632978444
AC093642.3,0.016522134,0.829609952
AC093642.5,-0.070810461,0.046662453
AC093668.2,-0.009440974,0.906467996
AC093673.5,-0.015374422,0.746859958
AC093677.1,-0.003834081,0.974214338
AC093690.1,-0.060083587,0.488392854
AC093724.2,-0.061236706,0.259097618
AC093734.1,-0.225295503,0.280096255
AC093818.1,0.028408684,0.662179114
AC093838.4,0.008201841,0.853082259
AC093843.1,-0.020740665,0.84756184
AC093899.3,-0.029335336,0.752386561
AC094019.4,-0.110898653,0.084797919
AC096559.1,-0.081383223,0.387130627
AC096574.5,-0.038032096,0.510239317
AC096579.7,-0.278941885,0.019641918
AC096649.2,-0.063379795,0.457130281
AC096669.2,-0.025734738,0.838152153
AC096669.3,0.060293668,0.583975818
AC096677.1,0.020410366,0.765008733
AC096772.6,0.03647129,0.071520973
AC097359.2,0.012376008,0.922784925
AC097461.4,0.013767915,0.893424705
AC097467.2,-0.112569946,0.173586691
AC097468.7,0.074566701,0.399449962
AC097500.2,-0.027498199,0.585290661
AC097658.1,0.043754525,0.570437929
AC097662.2,-0.061134582,0.028236882
AC097713.3,-0.094329235,0.369979566
AC097721.2,0.060403903,0.547893142
AC097724.3,-0.06578878,0.449322843
AC098614.2,-0.057643549,0.423148659
AC098617.1,-0.091841871,0.222415041
AC098820.3,-0.062669872,0.548354457
AC098826.5,-0.003294801,0.981419261
AC098831.4,0.025964604,0.833495607
AC099522.1,-0.064894906,0.495027058
AC099522.2,-0.058033139,0.611945831
AC099668.5,-0.075456814,0.435535165
AC099684.1,0.086939088,0.213928161
AC099754.1,0.054163562,0.610395344
AC099850.1,0.04475185,0.34145084
AC100830.4,0.115896093,0.286040846
AC103563.8,0.076402761,0.34271031
AC103563.9,-0.009849953,0.935028157
AC103564.7,0.00105142,0.993165416
AC103564.9,0.125578775,0.195026084
AC103801.2,0.000259662,0.99841743
AC103965.1,0.021510242,0.458103409
AC104057.1,-0.049527165,0.568102342
AC104058.1,-0.020804657,0.837071202
AC104135.3,-0.04351337,0.859708244
AC104438.1,0.017214216,0.85343025
AC104532.2,0.064301659,0.617346426
AC104532.4,-0.085389761,0.38633267
AC104534.3,-0.004860969,0.980331556
AC104600.1,-0.004446004,0.964715254
AC104651.3,-0.044637365,0.50928859
AC104653.1,0.031837777,0.753007714
AC104655.2,-0.007273243,0.948231523
AC104655.3,-0.012837116,0.880975041
AC104698.1,-0.034506243,0.886618669
AC104781.1,0.025876208,0.707584045
AC105020.1,0.089269034,0.255601751
AC105053.4,-0.03067029,0.726968256
AC105339.1,-0.02965521,0.763603652
AC105393.2,0.035223121,0.765493488
AC105402.4,-0.114091769,0.100133936
AC105760.2,-0.040137228,0.320518262
AC105921.5,0.008170391,0.932727185
AC106827.1,0.027040826,0.767424185
AC106869.2,-0.121127877,0.171340176
AC107021.1,0.087694137,0.175663032
AC107081.5,-0.00194237,0.985702681
AC107982.4,-0.150257252,0.520506695
AC107983.4,-0.01470614,0.919631416
AC108004.3,-0.131644723,0.20040526
AC108039.3,0.037515747,0.662513839
AC108142.1,-0.037445684,0.459275277
AC108448.2,0.121603347,0.206964083
AC108463.1,-0.058380411,0.430344741
AC108463.2,-0.009192476,0.929994596
AC108479.2,0.041489884,0.652828511
AC108488.3,-0.073287862,0.135946442
AC108488.4,-0.104582769,0.127614712
AC108676.1,-0.043552642,0.65632917
AC108938.2,-0.091860843,0.680144187
AC109333.10,0.039118968,0.688772223
AC109631.1,-0.010319783,0.912977511
AC109826.1,-0.098737728,0.229607539
AC109828.1,0.03518667,0.660666356
AC109829.1,-0.106028603,0.222234322
AC110299.5,-0.042101254,0.699487145
AC110619.1,0.00928394,0.932223797
AC110619.2,-0.034010866,0.586177654
AC110754.3,0.061971642,0.588757424
AC110771.1,-0.004226154,0.968394271
AC110781.3,0.06987018,0.273712048
AC112229.4,-0.077104476,0.519720659
AC112229.7,0.022387335,0.697570416
AC113189.5,0.067502336,0.017751551
AC113607.1,-0.210432432,0.201220547
AC113617.1,0.027769194,0.792595381
AC114546.1,0.061608778,0.779001469
AC114730.11,0.047173918,0.535434196
AC114730.2,-0.036125583,0.74770941
AC114730.3,0.019077403,0.904805386
AC114730.5,0.020316357,0.842896628
AC114730.8,0.036276605,0.780241763
AC114760.1,0.025705149,0.820439797
AC114765.1,-0.097922021,0.206692128
AC114877.3,-0.089581727,0.310621695
AC115115.2,0.086726496,0.471881707
AC115115.3,0.013828249,0.858519137
AC115522.3,0.089751886,0.280540727
AC115617.2,0.025550641,0.805346046
AC115618.1,-0.019912806,0.859708244
AC116050.1,-0.071424408,0.433918527
AC116366.6,-0.022043948,0.815473743
AC116407.2,0.031653032,0.711742278
AC117395.1,-0.026258784,0.518176359
AC117834.1,-0.099044581,0.577377322
AC117947.1,0.043555321,0.565703906
AC118138.2,-0.082665026,0.532814833
AC118754.4,-0.048546181,0.582339067
AC119673.1,0.115305121,0.238424727
AC120194.1,-0.115108156,0.555213516
AC122129.1,-0.003847964,0.964715254
AC123023.1,-0.009695038,0.940314134
AC123768.3,0.050321801,0.622475918
AC123768.4,0.029920983,0.679880603
AC123886.2,0.021797903,0.680608347
AC124309.1,0.140841861,0.531548488
AC124789.1,0.067094263,0.49458512
AC124890.1,0.030684125,0.571571787
AC124914.3,-0.166733339,0.02557743
AC124944.3,0.055152017,0.473241715
AC125232.1,0.015287831,0.691021274
AC126614.1,-0.017349698,0.837283995
AC127496.1,-0.01075866,0.903916469
AC127904.2,0.036129512,0.654388223
AC129492.6,0.051929927,0.538288824
AC129929.5,0.080642959,0.156769235
AC131025.8,-0.183062076,0.023106934
AC131056.3,0.035321053,0.824727599
AC131097.3,0.019746047,0.825400374
AC131097.4,-0.002535519,0.981365194
AC131571.2,0.016044969,0.853220059
AC131971.1,-0.009640042,0.913617462
AC132008.1,-0.090642093,0.306765798
AC132186.1,0.038444632,0.792516541
AC132192.1,0.049574012,0.616153689
AC132217.4,-0.271149624,0.002207992
AC132872.1,0.075134754,0.294145048
AC132872.2,-0.002093849,0.981319314
AC133528.2,0.016774286,0.827622554
AC133680.1,-0.010127296,0.937398054
AC133785.1,0.076615793,0.329668971
AC135048.1,0.094426838,0.318761858
AC135048.13,-0.195436116,0.003529936
AC135050.5,0.005092712,0.962025239
AC135178.1,0.0081786,0.858977942
AC136289.1,-0.089215076,0.025986165
AC136896.1,0.016169064,0.827309444
AC136896.2,0.072463355,0.188227678
AC137723.5,-0.065832221,0.328903912
AC137932.1,0.032774661,0.486203896
AC137932.5,0.037636096,0.67607335
AC137932.6,-0.013864312,0.914877785
AC137934.1,0.003302442,0.973373331
AC138035.1,0.01682405,0.908826845
AC138035.2,-0.00432638,0.966635462
AC138430.4,0.153771041,0.316320553
AC138647.1,-0.094746019,0.310621695
AC138649.1,-0.078132499,0.406259036
AC138655.4,0.002106014,0.985702681
AC138655.6,-0.042714634,0.373825415
AC138783.12,-0.097183014,0.329514093
AC138951.1,-0.050172047,0.554629262
AC138969.4,-0.023363873,0.519720659
AC139099.3,-0.136204799,0.228444368
AC139099.5,-0.020326282,0.896249681
AC139100.2,0.106886371,0.028459008
AC139100.3,0.045761052,0.459015641
AC139103.1,-0.007712982,0.950626361
AC139426.2,0.021968642,0.83644506
AC140061.12,0.023803668,0.825219121
AC140076.1,-0.002287007,0.979209288
AC140481.1,0.086126345,0.000188478
AC140481.7,0.002457402,0.976645187
AC140481.8,-0.018098538,0.856366186
AC140481.9,-0.074418872,0.407463354
AC140542.2,-0.199908603,0.004530902
AC140912.1,-0.021464226,0.743124702
AC141586.5,-0.047329233,0.061352279
AC141928.1,0.044816317,0.152330125
AC142528.1,0.048852391,0.630663534
AC144449.1,-0.029360631,0.637264484
AC144521.1,-0.044518087,0.082071305
AC144530.1,-0.022087656,0.820439797
AC144652.1,-0.045258237,0.206414509
AC144831.1,-0.126365639,0.064778539
AC144833.1,-0.103206526,0.070576552
AC144835.1,-0.058480593,0.634147927
AC144838.3,0.026333063,0.842116521
AC145123.2,-0.183990144,0.010746186
AC145343.2,0.148699429,0.093763037
AC145436.1,-0.032656667,0.721696488
AC145676.2,0.1801814,0.030533119
AC147651.3,-0.077554495,0.106675401
AC147651.4,0.030978445,0.801195171
AC147651.5,-0.010757166,0.922831562
AC151961.1,0.012289784,0.948231523
AC152010.1,0.092566315,0.538520269
AC156455.1,-0.042940989,0.692092925
AC159540.1,-0.053144958,0.148672728
AC159540.14,0.045591657,0.755695289
AC159540.2,-0.101326437,0.324959619
AC174470.1,-0.042885655,0.822194367
AC187652.1,0.012556508,0.928596488
AC195454.1,-0.043724592,0.678773661
AC226150.4,-0.018909399,0.779099573
ACAA1,0.026101695,0.06460791
ACAA2,0.057353664,0.034979892
ACACA,-0.027573265,0.047478562
ACACB,0.037153968,0.331907579
ACAD10,0.006435569,0.729315433
ACAD11,0.065723123,2.32E-05
ACAD8,-0.001448157,0.935470724
ACAD9,-0.007970761,0.645503641
ACADL,0.082063649,0.017328517
ACADM,-0.01698669,0.313491124
ACADS,0.080610375,0.002207992
ACADSB,-0.007554627,0.73345099
ACADVL,-0.014092853,0.450810491
ACAN,0.044035308,0.455536575
ACAP1,-0.000790233,0.988884673
ACAP2,0.0036426,0.878854229
ACAP2-IT1,0.019455193,0.731266407
ACAP3,-0.057510418,0.00023525
ACAT1,-0.012199467,0.40470917
ACAT2,-0.103812485,1.15E-05
ACBD3,0.013618359,0.286184775
ACBD4,0.076075421,1.76E-05
ACBD5,-0.025230531,0.029816115
ACBD6,-0.013882372,0.354309098
ACBD7,0.080982134,0.103038797
ACCS,-0.106075013,0.003336528
ACD,0.001101156,0.963898653
ACE,-0.007527417,0.853819656
ACER2,0.049137025,0.240445172
ACER3,-0.079107631,2.93E-06
ACHE,0.026095382,0.286374694
ACIN1,-0.007093471,0.674896577
ACKR2,-0.002341193,0.97489665
ACKR3,0.134736115,0.000313249
ACKR4,0.071792102,0.388487147
ACLY,-0.000386153,0.986808743
ACMSD,-0.057100996,0.389485444
ACN9,0.010646506,0.65054105
ACO1,0.069072692,9.58E-05
ACO2,0.023471095,0.074050807
ACOT1,0.048203764,0.620063379
ACOT11,0.04598959,0.296679976
ACOT12,0.136782813,0.112103534
ACOT13,0.031890948,0.034023722
ACOT2,0.039166355,0.115246108
ACOT4,-0.006876899,0.887167653
ACOT6,0.405859739,2.03E-07
ACOT7,0.015453888,0.401396671
ACOT8,0.018724475,0.331877884
ACOT9,0.036552241,0.028883034
ACOX1,0.043223877,0.004273749
ACOX2,0.031933906,0.542668137
ACOX3,0.015292062,0.370676457
ACP1,0.001321207,0.940290203
ACP2,-0.044345758,0.024555098
ACP5,0.103624145,0.191069941
ACP6,0.065319448,0.02275075
ACPL2,0.006406561,0.806367534
ACPP,-0.095168556,0.435136632
ACR,0.037702153,0.723917676
ACRBP,0.05369871,0.490165862
ACRC,0.055408499,0.213431111
ACRV1,0.044942865,0.43831379
ACSBG1,0.029562216,0.599740875
ACSBG2,-0.038433921,0.758315621
ACSF2,0.076705319,0.019042495
ACSF3,0.004683517,0.846449925
ACSL1,-0.028169483,0.407763248
ACSL3,0.020367574,0.099224653
ACSL4,0.017056697,0.256187746
ACSL5,0.149985905,0.002482253
ACSL6,-0.02892421,0.198362574
ACSM3,-0.028764027,0.827171551
ACSM5,0.010418769,0.901614837
ACSS1,0.000450911,0.994547427
ACSS2,-0.013150562,0.543469005
ACSS3,0.145324935,6.74E-05
ACTA1,0.060464679,0.303871615
ACTA2,-0.074029384,0.290690687
ACTA2-AS1,-0.062852281,0.112427782
ACTB,0.019486794,0.406803402
ACTBP7,0.039794366,0.63154948
ACTC1,0.000849713,0.988249629
ACTG1,0.01618206,0.426038202
ACTG1P1,-0.070013045,0.146682857
ACTG1P10,-0.023584512,0.818411031
ACTG1P12,-0.090367787,0.120045251
ACTG1P3,0.050651131,0.42905175
ACTG1P4,0.055899575,0.769312177
ACTG2,0.069796749,0.615903615
ACTL10,-0.001328215,0.988550628
ACTL6A,0.011820473,0.715717945
ACTL6B,0.033532024,0.08813771
ACTN1,0.064262527,0.000181972
ACTN2,0.019934676,0.395902392
ACTN4,-0.027846417,0.068943118
ACTR10,-0.019885366,0.129109553
ACTR1A,-0.005568282,0.70363135
ACTR1B,-0.027758323,0.181237286
ACTR2,0.021763832,0.233013833
ACTR3,-0.014717572,0.195746546
ACTR3B,-0.006615675,0.740894094
ACTR3C,0.023635884,0.579298557
ACTR5,0.050805768,0.000825334
ACTR6,0.017913186,0.130084589
ACTR8,-0.009504822,0.632810229
ACTRT3,0.033523659,0.584200527
ACVR1,-0.054817513,0.001783418
ACVR1B,0.021597742,0.188130309
ACVR1C,0.032501226,0.260880037
ACVR2A,0.037821419,0.009833019
ACVR2B,0.050220999,0.000229943
ACVR2B-AS1,0.003809622,0.948061925
ACVRL1,0.032093617,0.60620147
ACY1,-0.022716333,0.521814275
ACY3,-0.527810256,5.91E-07
ACYP1,0.044165153,0.08990595
ACYP2,-0.075689398,4.91E-09
AD000090.2,0.018514224,0.548005095
AD000092.3,-0.026052379,0.751179317
AD000671.6,0.0440969,0.79780312
AD000684.2,-0.115806338,0.065454854
AD001527.7,0.040456324,0.638323676
ADA,0.08089579,0.09246065
ADAD2,-0.219212577,0.00126445
ADAL,-0.033269033,0.091042862
ADAM10,-0.019245145,0.110849621
ADAM11,-0.046327631,0.009638189
ADAM12,0.092781228,0.02505988
ADAM15,-0.020408941,0.397970532
ADAM17,0.000795555,0.97561926
ADAM19,-0.041556055,0.053008741
ADAM1A,-0.048171266,0.031289413
ADAM1B,-0.119465096,0.066911742
ADAM20,0.059015394,0.187780631
ADAM20P1,-0.004405336,0.950031934
ADAM21,-0.02642576,0.62679351
ADAM22,-0.004805137,0.826765011
ADAM23,-0.019851482,0.412701937
ADAM28,-0.23043082,0.000362305
ADAM29,0.034456806,0.622807677
ADAM32,0.025884813,0.407517836
ADAM33,-0.102554071,0.013279717
ADAM8,0.018359559,0.721889947
ADAM9,0.008924838,0.616197935
ADAMTS1,-0.02062573,0.803247971
ADAMTS10,0.003619782,0.920524072
ADAMTS12,-0.183079823,0.003269717
ADAMTS13,-0.018262992,0.522174214
ADAMTS14,-0.041068752,0.692998803
ADAMTS15,-0.031826837,0.618680693
ADAMTS16,-0.014956267,0.778795838
ADAMTS17,0.003386508,0.946912517
ADAMTS18,-0.152107825,0.454468166
ADAMTS19,0.006592793,0.879266232
ADAMTS19-AS1,0.003838287,0.972757457
ADAMTS2,0.297980393,4.28E-12
ADAMTS3,0.059937505,0.04385669
ADAMTS4,-0.016483174,0.860282883
ADAMTS5,-0.091319533,0.002493781
